id,key,value,type
25248662,ref,京,regular
25248662,name,,regular
25248662,rank,0,regular
25248662,place,city,regular
25248662,en,BJ,ref
25248662,vi,Kinh,ref
25248662,capital,yes,regular
25248662,gns:DSG,ADM1,regular
25248662,gns:UFI,-1898545,regular
25248662,gns:UNI,9310007,regular
25248662,af,,name
25248662,am,,name
25248662,an,,name
25248662,ar,,name
25248662,ay,,name
25248662,az,,name
25248662,ba,,name
25248662,be,,name
25248662,bg,,name
25248662,bn,,name
25248662,bo,,name
25248662,br,,name
25248662,ca,,name
25248662,cs,,name
25248662,cv,,name
25248662,cy,,name
25248662,da,,name
25248662,de,,name
25248662,dv,,name
25248662,el,,name
25248662,en,,name
25248662,eo,,name
25248662,es,,name
25248662,et,,name
25248662,eu,,name
25248662,fa,,name
25248662,fi,,name
25248662,fo,,name
25248662,fr,,name
25248662,ga,,name
25248662,gd,,name
25248662,gl,,name
25248662,gn,,name
25248662,gu,,name
25248662,gv,,name
25248662,he,,name
25248662,hi,,name
25248662,hr,,name
25248662,ht,,name
25248662,hy,,name
25248662,ia,,name
25248662,id,,name
25248662,io,,name
25248662,is,,name
25248662,it,,name
25248662,ja,,name
25248662,jv,,name
25248662,ka,,name
25248662,kk,,name
25248662,kl,,name
25248662,km,,name
25248662,kn,,name
25248662,ko,,name
25248662,ku,,name
25248662,kv,,name
25248662,kw,,name
25248662,la,,name
25248662,lo,,name
25248662,lt,,name
25248662,lv,,name
25248662,mg,,name
25248662,mi,,name
25248662,mk,,name
25248662,ml,,name
25248662,mn,,name
25248662,mr,,name
25248662,ms,,name
25248662,my,,name
25248662,na,,name
25248662,ne,,name
25248662,nl,,name
25248662,nn,,name
25248662,no,,name
25248662,oc,,name
25248662,os,,name
25248662,pa,,name
25248662,pl,,name
25248662,ps,,name
25248662,pt,,name
25248662,qu,,name
25248662,ro,,name
25248662,ru,,name
25248662,sa,,name
25248662,sc,,name
25248662,si,,name
25248662,sk,,name
25248662,sl,,name
25248662,so,,name
25248662,sq,,name
25248662,sr,,name
25248662,su,,name
25248662,sv,,name
25248662,sw,,name
25248662,ta,,name
25248662,te,,name
25248662,tg,,name
25248662,th,,name
25248662,tk,,name
25248662,tl,,name
25248662,tr,,name
25248662,tt,,name
25248662,ug,,name
25248662,uk,,name
25248662,ur,,name
25248662,uz,,name
25248662,vi,,name
25248662,yi,,name
25248662,yo,,name
25248662,za,,name
25248662,zh,,name
25248662,gns:ADM1,22,regular
25248662,ang,,name
25248662,arz,,name
25248662,ast,,name
25248662,bcl,,name
25248662,bjn,,name
25248662,bpy,,name
25248662,cdo,,name
25248662,ceb,,name
25248662,ckb,,name
25248662,crh,,name
25248662,ext,,name
25248662,frp,,name
25248662,gan,,name
25248662,hak,,name
25248662,haw,,name
25248662,hif,,name
25248662,ilo,,name
25248662,jbo,,name
25248662,kab,,name
25248662,lez,,name
25248662,lij,,name
25248662,lmo,,name
25248662,mhr,,name
25248662,mwl,,name
25248662,mzn,,name
25248662,nah,,name
25248662,nov,,name
25248662,nrm,,name
25248662,pam,,name
25248662,pap,,name
25248662,pdc,,name
25248662,pms,,name
25248662,pnb,,name
25248662,rue,,name
25248662,sah,,name
25248662,scn,,name
25248662,sco,,name
25248662,srn,,name
25248662,szl,,name
25248662,tpi,,name
25248662,war,,name
25248662,wuu,,name
25248662,xal,,name
25248662,xmf,,name
25248662,old_name,北平,regular
25248662,wikipedia,en:Beijing,regular
25248662,population,13133000,regular
25248662,admin_level,2,regular
25248662,eo,Bejĝino,alt_name
25248662,fr,Beijing,alt_name
25248662,is,Peking,alt_name
25248662,sv,Peking,alt_name
25248662,zh-yue,,name
25248662,ku,Komara Gel a Çînê,old_name
